candidate_key,display_name,candidate_type,canonical_entity_id,mention_count,distinct_content_count,distinct_source_count,speaker_count,triage_score,review_priority,signal_types,sample_content_id,sample_snippet,batch_id,source_label
margaret nice,Margaret. Nice,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,"day, >> Margaret. Nice to",20260920T071212Z_REBUILD,rebuild_all
marie callender,Marie Callender,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,ZW6Lf7iQV3Q,"makes Birds Eye frozen vegetables and Marie Callender meals,",20260920T071212Z_REBUILD,rebuild_all
marlo oaks and,Marlo Oaks and,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,mq7GSzwaGBw,"the Netherlands, I kept saying, ""You have to meet Marlo Oaks and his wife",20260920T071212Z_REBUILD,rebuild_all
massie,Massie,named_entity,,3,1,1,0,19,LOW,proper_case,MGnJEb4sXwM,your approval rating is down in in the depths what happens to Massie is going,20260920T071212Z_REBUILD,rebuild_all
massie s,Massie's,named_entity,,3,1,1,0,19,LOW,proper_case,zXpH1Lw08m0,member of an evangelical church. >> You remember Massie's term doesn't end,20260920T071212Z_REBUILD,rebuild_all
mastercard i,Mastercard. I,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,"senator's slides, Mr. Freeman, pirate money, Glint, Mastercard. I traced the",20260920T071212Z_REBUILD,rebuild_all
mayo clinic and i,Mayo Clinic and I,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,mq7GSzwaGBw,sensing. I was studying medical imaging at the Mayo Clinic and I encountered,20260920T071212Z_REBUILD,rebuild_all
mcdonald s,McDonald's,named_entity,,3,1,1,0,19,LOW,proper_case,W4aWp1dC5ZU,time. I meet people in town here at McDonald's all the time.,20260920T071212Z_REBUILD,rebuild_all
medicare,Medicare,named_entity,,3,1,1,0,19,LOW,proper_case,eRQbIpPkxVE,>> But my father came home when they passed the Medicare bill and sat down. It's the,20260920T071212Z_REBUILD,rebuild_all
meister efkols,Meister Efkols,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,71DIp8e2mXk,special. And so you're appealing to people This is the whole Meister Efkols,20260920T071212Z_REBUILD,rebuild_all
menard s,Menard's,named_entity,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,"a smart camera light bulb on sale at our local Menard's, our local sort of",20260920T071212Z_REBUILD,rebuild_all
messianic,Messianic,named_entity,,3,1,1,0,19,LOW,proper_case,ChdoKKB48CU,"Frankfurt, that were connected to the Messianic movement of",20260920T071212Z_REBUILD,rebuild_all
meta,Meta,named_entity,,3,1,1,0,19,LOW,proper_case,mq7GSzwaGBw,>> For sure. Yeah. There's there's several people. It's actually somebody at Meta,20260920T071212Z_REBUILD,rebuild_all
meta we,Meta. We,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,mq7GSzwaGBw,"And so, uh, it's I partner with uh we partner with with Meta. We partner with",20260920T071212Z_REBUILD,rebuild_all
mexico and canada,Mexico and Canada,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,MGnJEb4sXwM,"imports, China's gone from being number one to number three. Mexico and Canada",20260920T071212Z_REBUILD,rebuild_all
mhm and,Mhm. And,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,MaTz-usR3uo,"you've ever watched the Game of Thrones, is on top. Mhm. And it's um one of the",20260920T071212Z_REBUILD,rebuild_all
mhm which,Mhm. Which,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,taUQwaop3Ro,"things are like here, that's what things are like everywhere. Mhm. Which is weak",20260920T071212Z_REBUILD,rebuild_all
mhm you,Mhm. You,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,MaTz-usR3uo,"control grids that the BIS envisions. Mhm. You know, so so and",20260920T071212Z_REBUILD,rebuild_all
microsoft and amazon,Microsoft and Amazon,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,MGnJEb4sXwM,have reliance and paying huge rents to Microsoft and Amazon because we'll be,20260920T071212Z_REBUILD,rebuild_all
microsoft word,Microsoft Word,product,,3,1,1,0,19,LOW,proper_case,mq7GSzwaGBw,"made. So, most of the software we use daily, like Microsoft Word or Adobe",20260920T071212Z_REBUILD,rebuild_all
microwave the,Microwave the,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,Xu8_onfDCsQ,"Open the box. Microwave the plastic. Peel the plastic,",20260920T071212Z_REBUILD,rebuild_all
middle east but,Middle East. But,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,MGnJEb4sXwM,proxy wars whether in the Ukraine or the Middle East. But what is the goal? And,20260920T071212Z_REBUILD,rebuild_all
middle east um,Middle East. Um,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,MGnJEb4sXwM,"variety of ways understand what's going on in the world in the Middle East. Um,",20260920T071212Z_REBUILD,rebuild_all
midwest there s,Midwest. There's,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,of Atlanta with 67 car washes across the Midwest. There's four more here. I'm not,20260920T071212Z_REBUILD,rebuild_all
mit,MIT,named_entity,,3,1,1,0,19,LOW,proper_case,mq7GSzwaGBw,"that explain how you can use it. Some licenses, like the MIT license, which is",20260920T071212Z_REBUILD,rebuild_all
mit and,MIT and,organization,,3,1,1,0,19,LOW,proper_case,mq7GSzwaGBw,wonderful group of the leader of our team cash is a PhD from MIT and used to,20260920T071212Z_REBUILD,rebuild_all
modric,Modric,named_entity,,3,1,1,0,19,LOW,proper_case,MGnJEb4sXwM,you know that uh you're missing the point these people and I've heard Modric,20260920T071212Z_REBUILD,rebuild_all
monday so,Monday. So,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,"bill, reconsider, they were just going to revote on it on Monday. So, one of",20260920T071212Z_REBUILD,rebuild_all
more and,More and,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,oGWf3g8iYLA,trying to build out. More and more now the opposition to,20260920T071212Z_REBUILD,rebuild_all
moscow,Moscow,named_entity,,3,1,1,0,19,LOW,proper_case,MGnJEb4sXwM,and he came there from having had talks in Moscow to in St. Petersburg with with,20260920T071212Z_REBUILD,rebuild_all
mr freeman,Mr. Freeman,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,"Mastercard."" So the money train is the senator's slides, Mr. Freeman, pirate",20260920T071212Z_REBUILD,rebuild_all
mr globalist they re,Mr. Globalist. They're,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,LCbpnzlLKg8,"universities, everywhere. There isn't a Mr. Globalist. They're everywhere. This",20260920T071212Z_REBUILD,rebuild_all
mr globaloney,Mr. Globaloney,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,9Td1lcX-Cno,uh to Mr. Globaloney and something. I don't think it's Mr. Globaloney behind,20260920T071212Z_REBUILD,rebuild_all
mr globaloney and,Mr. Globaloney and,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,9Td1lcX-Cno,of message uh to Mr. Globaloney and something. I,20260920T071212Z_REBUILD,rebuild_all
mr kevin freeman,Mr. Kevin Freeman,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,"said, ""The prime sponsor slides were made by Mr. Kevin Freeman from Pirate",20260920T071212Z_REBUILD,rebuild_all
mr trump the,Mr. Trump the,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,MGnJEb4sXwM,now this is my words but this is my paraphrase of it. Um Mr. Trump the road,20260920T071212Z_REBUILD,rebuild_all
mr trump and i i,Mr. Trump. And I I,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,MGnJEb4sXwM,And that was a very tough statement uh to Mr. Trump. And I I think that we if,20260920T071212Z_REBUILD,rebuild_all
murphy,Murphy,named_entity,,3,1,1,0,19,LOW,proper_case,mq7GSzwaGBw,>> something go wrong at will. >> Right. O'Brien Slow was Murphy was an,20260920T071212Z_REBUILD,rebuild_all
murphy s,Murphy's,named_entity,,3,1,1,0,19,LOW,proper_case,mq7GSzwaGBw,>> I don't. >> Do you know what Murphy's law was?,20260920T071212Z_REBUILD,rebuild_all
national counterterrorism center,National Counterterrorism Center,government,,3,1,1,0,19,LOW,proper_case,WET6BjpHGkc,"Department of Justice, the FBI, uh National Counterterrorism Center, I",20260920T071212Z_REBUILD,rebuild_all
national league of cities,National League of Cities,event,,3,1,1,0,19,LOW,proper_case,87SJi_DDbt4,"They were joined by the US Conference of Mayors, the National League of Cities,",20260920T071212Z_REBUILD,rebuild_all
nautical bowls they re,Nautical Bowls. They're,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,"billion in 2024. Okay, the next one, Nautical Bowls. They're not a small",20260920T071212Z_REBUILD,rebuild_all
nazi,Nazi,named_entity,,3,1,1,0,19,LOW,proper_case,Oxk8BAFUdBE,"deep state, whatever you want to call I call it the Nazi international because",20260920T071212Z_REBUILD,rebuild_all
neocon,Neocon,named_entity,,3,1,1,0,19,LOW,proper_case,ChdoKKB48CU,Trotskyism to America that ultimately became the Neocon groups.,20260920T071212Z_REBUILD,rebuild_all
netherlands and,Netherlands and,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,mq7GSzwaGBw,time spent a lot of time in the Netherlands and she's talked a lot about,20260920T071212Z_REBUILD,rebuild_all
netherlands i,Netherlands I,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,eyItREqSFvA,then we sure are going to lose. But here in the Netherlands I also with knowing,20260920T071212Z_REBUILD,rebuild_all
netherlands we,Netherlands. We,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,mq7GSzwaGBw,"special person, Travis Olivon, who came to visit in the Netherlands. We had an",20260920T071212Z_REBUILD,rebuild_all
nevada,Nevada,named_entity,,3,1,1,0,19,LOW,proper_case,INWRgXjwPXk,both They they were temporarily banned. Kalshi was temporarily banned in Nevada,20260920T071212Z_REBUILD,rebuild_all
new york times,New York Times,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,MGnJEb4sXwM,now reported in the I think it was in the New York Times showed how how,20260920T071212Z_REBUILD,rebuild_all
nimbus,Nimbus,organization,,3,1,1,0,19,LOW,proper_case,mq7GSzwaGBw,and Google partnered with Israel for the project Nimbus contract which obliges,20260920T071212Z_REBUILD,rebuild_all
nina hyde,Nina Hyde,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,tK4hyAbE3rw,"finds it very interesting, and I do too. You know, Nina Hyde who writes our",20260920T071212Z_REBUILD,rebuild_all
nist,NIST,named_entity,,3,1,1,0,19,LOW,proper_case,m50hk1fyOYs,"truth community researchers, be it Dr. Wood or the national NIST",20260920T071212Z_REBUILD,rebuild_all
none it s,None. It's,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,MGnJEb4sXwM,you're right. Most people have no idea what's coming. None. It's shocking.,20260920T071212Z_REBUILD,rebuild_all
nope uh,Nope. Uh,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,">> You're kidding. >> Nope. Uh, and people do not realize",20260920T071212Z_REBUILD,rebuild_all
north carolina,North Carolina,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,"we saw in East Tennessee and western North Carolina, the people who had cash",20260920T071212Z_REBUILD,rebuild_all
nothing that s,Nothing. That's,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,SkLWbV2A-aI,you see Nothing. That's a string That's a string,20260920T071212Z_REBUILD,rebuild_all
november and,November and,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,days and uh we're on the ballot in November and um we're going to work,20260920T071212Z_REBUILD,rebuild_all
november um,November. Um,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,"have it right across the street from our schools, God willing, in November. Um",20260920T071212Z_REBUILD,rebuild_all
nra,NRA,named_entity,,3,1,1,0,19,LOW,proper_case,WET6BjpHGkc,">> Uh because depending on who the governor is, you know, the the NRA, clearly",20260920T071212Z_REBUILD,rebuild_all
nso,NSO,named_entity,,3,1,1,0,19,LOW,proper_case,mD_aE7ZCMoo,"computer programs and sold as security services by companies such as NSO,",20260920T071212Z_REBUILD,rebuild_all
nvidia for,Nvidia for,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,mq7GSzwaGBw,builders >> like uh Nvidia for example does not want,20260920T071212Z_REBUILD,rebuild_all
october,October,named_entity,,3,1,1,0,19,LOW,proper_case,mq7GSzwaGBw,paid our salaries every 2 weeks and then suddenly in late October we weren't. It,20260920T071212Z_REBUILD,rebuild_all
october he,October. He,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,MGnJEb4sXwM,have to do it. And Netanyahu broke this pattern after the 7th of October. He,20260920T071212Z_REBUILD,rebuild_all
oh oh,Oh. Oh,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,mq7GSzwaGBw,"Chip. >> Oh. Oh,",20260920T071212Z_REBUILD,rebuild_all
oh oh and,Oh. Oh. and,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,mq7GSzwaGBw,Sou Falls. >> Oh. Oh. and we're working with a,20260920T071212Z_REBUILD,rebuild_all
okay and,Okay. And,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,"have more credit card debt, right? >> Okay. And then it kind of goes down. As",20260920T071212Z_REBUILD,rebuild_all
okay i,Okay. I,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,mq7GSzwaGBw,the world works. Yeah. >> Okay. I was one of those people once,20260920T071212Z_REBUILD,rebuild_all
okay must,Okay. Must,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,gift shop. >> In the gift shop. Okay. Must be the gift,20260920T071212Z_REBUILD,rebuild_all
okay people,Okay. People,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,corporations would pay someone to lead the opposition. Okay. People here in,20260920T071212Z_REBUILD,rebuild_all
okay so murphy s,Okay. So Murphy's,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,mq7GSzwaGBw,>> I do. Yes. >> Okay. So Murphy's law was,20260920T071212Z_REBUILD,rebuild_all
okay yes so,Okay. Yes. So,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,">> Yeah. >> Okay. Yes. So, it it failed four to",20260920T071212Z_REBUILD,rebuild_all
oman oman of,Oman. Oman of,product,,3,1,1,0,19,LOW,proper_case,MGnJEb4sXwM,>> Saudi and Qatar is moving that way too and Oman. Oman of course has a a sort of,20260920T071212Z_REBUILD,rebuild_all
omani,Omani,named_entity,,3,1,1,0,19,LOW,proper_case,MGnJEb4sXwM,moving its vessels closer and closer to the Omani side o of the entrance to the,20260920T071212Z_REBUILD,rebuild_all
omas,Omas,named_entity,,3,1,1,0,19,LOW,proper_case,RRPA9FVZ2Ds,"flew to Offutt Air Force Base in Omas,",20260920T071212Z_REBUILD,rebuild_all
omni war,Omni War,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,mq7GSzwaGBw,everything. So we have a wonderful wrap-up called Omni War which is the,20260920T071212Z_REBUILD,rebuild_all
omniwor,Omniwor,named_entity,,3,1,1,0,19,LOW,proper_case,WCezIGm3Cp4,"everything. So, we have a wonderful wrap-up called Omniwor, which is the",20260920T071212Z_REBUILD,rebuild_all
on april,On April,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,INWRgXjwPXk,"Okay? On April 7th, right before Donald Trump",20260920T071212Z_REBUILD,rebuild_all
on february,On February,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,1q3O8KbUHfU,"Beijing draws a line on digital dollars. On February 6th, 2026, People's Bank of",20260920T071212Z_REBUILD,rebuild_all
on new jersey,On New Jersey,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,v4d389XfJbA,"middle digits. Okay? On New Jersey plates, the middle",20260920T071212Z_REBUILD,rebuild_all
once once,Once Once,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,ad0pzcCcJ04,">> Yeah, it's the that's that's the tough road. Once Once you found your own",20260920T071212Z_REBUILD,rebuild_all
opec,OPEC,named_entity,,3,1,1,0,19,LOW,proper_case,MGnJEb4sXwM,>> How does that relate to their dropping out of OPEC at the same time?,20260920T071212Z_REBUILD,rebuild_all
open ai,Open AI,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,WCezIGm3Cp4,conversations where all these brilliant people are sitting around in Open AI,20260920T071212Z_REBUILD,rebuild_all
open ai i,Open AI. I,product,,3,1,1,0,19,LOW,proper_case,WCezIGm3Cp4,in the last 12 months is Karen House's book on Open AI. I don't know if you've,20260920T071212Z_REBUILD,rebuild_all
open the,Open the,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,Xu8_onfDCsQ,a sterile environment. Open the box.,20260920T071212Z_REBUILD,rebuild_all
orient express,Orient Express,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,m50hk1fyOYs,is you're dealing with a kind of Agatha Christie murder on the Orient Express,20260920T071212Z_REBUILD,rebuild_all
pakistan and,Pakistan and,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,MGnJEb4sXwM,um to China. So have others some other vessels from Pakistan and from India and,20260920T071212Z_REBUILD,rebuild_all
palanteer iran,Palanteer. Iran,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,mq7GSzwaGBw,"targets."" then listing a series of companies including Palanteer. Iran also",20260920T071212Z_REBUILD,rebuild_all
palanteer it,Palanteer. It,organization,,3,1,1,0,19,LOW,proper_case,mq7GSzwaGBw,"main systems is Project Maven, developed by Palanteer. It was first deployed in",20260920T071212Z_REBUILD,rebuild_all
palestinians and,Palestinians and,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,mq7GSzwaGBw,Wolfpack have been used to categorize and track Palestinians and were linked,20260920T071212Z_REBUILD,rebuild_all
panopticon,Panopticon,named_entity,,3,1,1,0,19,LOW,proper_case,LTWifAkVVDg,"their financial side is not as strong as it was, particularly with the Panopticon",20260920T071212Z_REBUILD,rebuild_all
part of the,Part of the,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,FXNfNrtGHlo,way that keeps you coherent. So. >> Part of the madness and really sort of a,20260920T071212Z_REBUILD,rebuild_all
patriot act,Patriot Act,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,mD_aE7ZCMoo,"laundering laws, and you know, with the Patriot Act, you",20260920T071212Z_REBUILD,rebuild_all
pattern of,Pattern of,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,WET6BjpHGkc,on is called pattern of life data. Pattern of life data is,20260920T071212Z_REBUILD,rebuild_all
paul wolfowitz,Paul Wolfowitz,organization,,3,1,1,0,19,LOW,proper_case,m50hk1fyOYs,"project for the new American Century under the direction of Paul Wolfowitz, a",20260920T071212Z_REBUILD,rebuild_all
pcs,PCs,named_entity,,3,1,1,0,19,LOW,proper_case,mq7GSzwaGBw,>> and lo and behold actually the demand for PCs was enormous I think there's the,20260920T071212Z_REBUILD,rebuild_all
pearl harbor,Pearl Harbor,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,m50hk1fyOYs,"we would need a galvanizing event, which they called a new Pearl Harbor,",20260920T071212Z_REBUILD,rebuild_all
peel the,Peel the,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,Xu8_onfDCsQ,"Open the box. Microwave the plastic. Peel the plastic,",20260920T071212Z_REBUILD,rebuild_all
pennsylvania i m,Pennsylvania. I'm,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,MGnJEb4sXwM,"live half the year in the Netherlands, but I'm in Pennsylvania. I'm in the",20260920T071212Z_REBUILD,rebuild_all
people,People,named_entity,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,"organizers about this. I sent multiple emails. I said, ""People need to know how",20260920T071212Z_REBUILD,rebuild_all
persian,Persian,named_entity,,3,1,1,0,19,LOW,proper_case,MGnJEb4sXwM,oil directly by passing the hormuz um into the Persian uh uh Gulf. So that was,20260920T071212Z_REBUILD,rebuild_all
persian gulf,Persian Gulf,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,MGnJEb4sXwM,"tanker war taking place off the po Persian Gulf, but we saw it off",20260920T071212Z_REBUILD,rebuild_all
peter theel,Peter Theel,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,mq7GSzwaGBw,"too. 10 years ago, the sex offender coordinated lunches between Peter Theel,",20260920T071212Z_REBUILD,rebuild_all
phds,PhDs,named_entity,,3,1,1,0,19,LOW,proper_case,tK4hyAbE3rw,And so I had all these drivers who were PhDs from Poland. They were university,20260920T071212Z_REBUILD,rebuild_all
phoenix and las vegas and los,Phoenix and Las Vegas and Los,named_entity,,3,1,1,0,19,LOW,proper_case,9Td1lcX-Cno,Salt Lake City's air traffic had to be shunted to Phoenix and Las Vegas and Los,20260920T071212Z_REBUILD,rebuild_all
pirate money he,Pirate Money. He,product,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,"Freeman, who is Pirate Money. Okay, he's from Pirate Money. He wrote a book",20260920T071212Z_REBUILD,rebuild_all
pirate money okay,Pirate Money. Okay,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,"turns out he used slides from Kevin Freeman, who is Pirate Money. Okay, he's",20260920T071212Z_REBUILD,rebuild_all
pirate pirate money and i,Pirate Pirate Money and I,product,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,from Pirate Money. He wrote a book called Pirate Pirate Money and I believe,20260920T071212Z_REBUILD,rebuild_all
poland and,Poland. And,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,tK4hyAbE3rw,Chinese and her dad was Polish. She grew up in Poland. And so,20260920T071212Z_REBUILD,rebuild_all
poland see,Poland. See,media_show,,3,1,1,0,19,LOW,proper_case,m50hk1fyOYs,"of people in radio station in Germany, we're invading Poland. See, okay?",20260920T071212Z_REBUILD,rebuild_all
poland so,Poland. So,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,SR4Myof7g0Q,"also talking to other committees like this throughout Poland. So, there was a",20260920T071212Z_REBUILD,rebuild_all
poland they,Poland. They,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,tK4hyAbE3rw,And so I had all these drivers who were PhDs from Poland. They were university,20260920T071212Z_REBUILD,rebuild_all
poland well,Poland. Well,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,RRdQPuFQCik,"who was a national figure and a national hero in Poland. Well, Wyszynski, if you",20260920T071212Z_REBUILD,rebuild_all
polish i,Polish. I,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,tK4hyAbE3rw,>> But two of the smartest people I ever met were were Polish. I met them in,20260920T071212Z_REBUILD,rebuild_all
polish she,Polish. She,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,tK4hyAbE3rw,"uh Food for the Soul, her mom was Chinese and her dad was Polish. She grew",20260920T071212Z_REBUILD,rebuild_all
ponzi,Ponzi,named_entity,,3,1,1,0,19,LOW,proper_case,C-nY_mj1XtE,"this right now, health insurance is the biggest Ponzi scheme there ever was or",20260920T071212Z_REBUILD,rebuild_all
popes,Popes,named_entity,,3,1,1,0,19,LOW,proper_case,2FCT_uA2z5k,Europe completely electrified it and the Popes got excited about it,20260920T071212Z_REBUILD,rebuild_all
precisely yeah,Precisely. Yeah,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,MGnJEb4sXwM,market up. It's not to have an economic. >> Precisely. Yeah. [laughter] Close. Very,20260920T071212Z_REBUILD,rebuild_all
prince sultan,Prince Sultan,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,MGnJEb4sXwM,result has been very important. Saudi Arabia shut the use of its Prince Sultan,20260920T071212Z_REBUILD,rebuild_all
project maven,Project Maven,organization,,3,1,1,0,19,LOW,proper_case,mq7GSzwaGBw,"implemented DSSIs in the US. One of the main systems is Project Maven, developed",20260920T071212Z_REBUILD,rebuild_all
ps4,PS4,media_show,,3,1,1,0,19,LOW,proper_case,r7POfIOIJd8,"may be something from over-the-air broadcast, cable. It could be your PS4,",20260920T071212Z_REBUILD,rebuild_all
ps5,PS5,media_show,,3,1,1,0,19,LOW,proper_case,r7POfIOIJd8,"broadcast, cable. It could be your PS4, your PS5 if you're into gaming. It could",20260920T071212Z_REBUILD,rebuild_all
public citizen,Public Citizen,government,,3,1,1,0,19,LOW,proper_case,INWRgXjwPXk,"Holman, a government affairs lobbyist for Public Citizen,",20260920T071212Z_REBUILD,rebuild_all
putin so,Putin. So,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,MGnJEb4sXwM,"in Moscow to in St. Petersburg with with Putin. So, I think",20260920T071212Z_REBUILD,rebuild_all
pyon,Pyon,named_entity,,3,1,1,0,19,LOW,proper_case,mq7GSzwaGBw,"Pi where Python came from. >> Okay, Google. Where was Pyon held in",20260920T071212Z_REBUILD,rebuild_all
python and i,Python and I,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,mq7GSzwaGBw,me do that and I found [clears throat] Python and I started to contribute to,20260920T071212Z_REBUILD,rebuild_all
python s,Python's,named_entity,,3,1,1,0,19,LOW,proper_case,mq7GSzwaGBw,was. How much of Python's success in AI can,20260920T071212Z_REBUILD,rebuild_all
python so,Python. So,organization,,3,1,1,0,19,LOW,proper_case,mq7GSzwaGBw,>> So it's the foundation of array computing in Python. So that's one,20260920T071212Z_REBUILD,rebuild_all
python so i,Python. So I,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,mq7GSzwaGBw,Python and I started to contribute to Python. So I started to do a lot of just,20260920T071212Z_REBUILD,rebuild_all
qatar s lng,Qatar's LNG,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,wnz7NM7h9R4,"bombed that big field, they shut down half of Qatar's LNG, and then we had the",20260920T071212Z_REBUILD,rebuild_all
quansite,Quansite,named_entity,,3,1,1,0,19,LOW,proper_case,mq7GSzwaGBw,"how do I get that done? Well, >> so Quansite becomes a we so Quite",20260920T071212Z_REBUILD,rebuild_all
quansite and,Quansite and,organization,,3,1,1,0,19,LOW,proper_case,mq7GSzwaGBw,consult another consulting company called Quansite and a venture fund. So,20260920T071212Z_REBUILD,rebuild_all
really they,Really. They,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,oc8B5AqvkUE,universe. But then they didn't want to understand the universe. Really. They,20260920T071212Z_REBUILD,rebuild_all
red sea again,Red Sea. Again,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,9Td1lcX-Cno,"Okay? It actually goes around into the Red Sea. Again, very tight pass.",20260920T071212Z_REBUILD,rebuild_all
reluctantly,Reluctantly,named_entity,,3,1,1,0,19,LOW,proper_case,oc8B5AqvkUE,"Earth going around the Sun and they said, ""Okay, okay."" Reluctantly they all",20260920T071212Z_REBUILD,rebuild_all
remember the,Remember the,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,"looked at him and I said, ""Do you want to live in utopia?"" Remember the horror",20260920T071212Z_REBUILD,rebuild_all
remnant health care,Remnant Health Care,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,DrGmCAQxBig,"We wanted to do something different here at Remnant Health Care, and I think we",20260920T071212Z_REBUILD,rebuild_all
republican republicans,Republican Republicans,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,their Republican brothers and sisters. And I hope the Republican Republicans,20260920T071212Z_REBUILD,rebuild_all
republican and,Republican. And,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,come out of their couch and put aside Democrat versus Republican. And what,20260920T071212Z_REBUILD,rebuild_all
republicans this,Republicans. This,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,about cash. I'll talk to Democrats. I'll talk to Republicans. This is a corpos,20260920T071212Z_REBUILD,rebuild_all
republicans um,Republicans. Um,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,"all kinds of things. And then the old conservative grandma Republicans. Um,",20260920T071212Z_REBUILD,rebuild_all
